age,gender,weight_kg,height_cm,bmi,body_fat_pct,exercise_type,met_value,duration_min,intensity,heart_rate,calories_burned
39,1,63.3,159.3,24.92,15.7,Walking,3.5,103,2,125,880.7
21,0,57.8,156.8,23.52,21.8,Jump Rope,11.0,32,2,114,481.6
66,0,64.5,158.3,25.72,21.8,Running,9.8,26,2,126,438.5
20,1,95.5,153.6,40.47,25.8,Walking,3.5,26,3,150,398.8
67,0,43.5,162.0,16.57,20.1,Cycling,7.5,113,1,74,503.3
38,0,48.1,148.2,21.89,18.7,Walking,3.5,78,2,107,462.2
47,0,53.5,159.0,21.14,19.1,HIIT,12.0,43,3,145,1002.0
63,1,64.1,177.5,20.37,13.6,Rowing,8.5,92,3,154,1500.0
43,1,62.6,179.1,19.52,22.3,Walking,3.5,91,2,143,904.9
57,1,73.0,174.1,24.06,13.9,Rowing,8.5,33,1,86,295.9
36,1,102.7,164.7,37.88,8.7,Yoga,3.0,98,3,142,1500.0
40,1,73.2,174.0,24.16,13.2,HIIT,12.0,16,2,122,315.0
42,0,53.7,163.8,20.01,15.2,HIIT,12.0,26,2,124,425.2
64,1,84.7,186.2,24.42,11.9,Swimming,8.0,58,1,89,555.7
35,0,69.4,159.7,27.21,18.0,Swimming,8.0,88,1,96,643.9
63,1,72.8,165.9,26.45,8.5,Running,9.8,50,2,131,957.1
21,0,66.3,168.3,23.39,29.1,Weight Training,5.0,31,3,137,443.3
31,1,83.1,175.1,27.13,26.6,Swimming,8.0,21,1,89,168.6
34,1,54.1,175.5,17.56,14.8,Walking,3.5,115,2,132,916.7
55,1,85.1,173.5,28.3,17.5,HIIT,12.0,114,1,77,1369.6
63,1,71.4,183.0,21.33,29.2,Rowing,8.5,32,3,147,758.8
34,1,71.7,167.3,25.62,19.7,Elliptical,6.0,27,1,81,168.7
68,1,82.9,183.0,24.73,19.5,Swimming,8.0,91,3,162,1500.0
36,0,57.3,167.2,20.5,22.4,HIIT,12.0,74,3,137,1500.0
42,1,75.6,181.9,22.85,19.1,Rowing,8.5,118,2,127,1500.0
54,0,63.4,163.3,23.76,23.7,Elliptical,6.0,26,2,129,255.9
63,1,60.7,181.2,18.48,12.0,Swimming,8.0,93,3,161,1500.0
21,0,75.1,164.2,27.85,33.3,Rowing,8.5,62,2,118,929.5
15,0,64.0,166.0,23.23,21.1,Swimming,8.0,65,3,146,1259.5
46,0,63.6,153.9,26.82,31.3,Running,9.8,115,2,122,1500.0
27,0,69.4,175.0,22.66,29.6,Swimming,8.0,81,3,166,1500.0
44,0,64.6,160.7,25.01,17.8,Yoga,3.0,74,3,147,696.1
37,0,66.1,161.3,25.38,21.4,Jump Rope,11.0,24,2,112,386.5
65,1,58.3,173.8,19.29,11.1,Running,9.8,37,2,131,602.0
73,0,61.6,163.6,22.99,24.7,Weight Training,5.0,18,2,110,159.7
70,1,83.8,169.1,29.29,16.2,Elliptical,6.0,39,1,99,315.1
33,1,75.0,159.4,29.53,19.8,Jump Rope,11.0,79,2,123,1500.0
46,0,53.9,148.6,24.41,26.0,HIIT,12.0,75,3,158,1500.0
44,0,79.5,158.7,31.57,25.4,Weight Training,5.0,83,2,104,797.0
43,1,74.4,177.8,23.54,19.5,Swimming,8.0,83,3,142,1500.0
63,0,57.0,166.0,20.68,21.4,Running,9.8,61,2,114,828.6
59,0,68.5,161.6,26.25,22.1,Elliptical,6.0,41,3,148,688.6
43,0,70.9,164.0,26.35,23.1,Jump Rope,11.0,76,3,150,1500.0
44,0,80.2,150.2,35.54,18.0,Cycling,7.5,85,1,87,600.0
30,0,49.8,163.1,18.74,24.9,Walking,3.5,63,1,87,195.0
54,0,61.6,170.8,21.12,28.1,Swimming,8.0,75,3,132,1378.5
33,0,76.8,165.2,28.11,18.7,Yoga,3.0,102,3,156,1132.5
32,1,84.8,170.2,29.27,19.2,HIIT,12.0,101,3,139,1500.0
15,0,67.9,163.2,25.48,25.2,Swimming,8.0,86,2,126,1175.2
28,1,88.4,166.6,31.83,13.3,HIIT,12.0,44,2,102,1072.2
65,1,64.4,163.7,24.04,17.7,Walking,3.5,45,2,123,388.5
61,1,80.1,173.2,26.7,24.0,Elliptical,6.0,30,3,151,639.1
64,1,83.6,180.5,25.67,22.6,Walking,3.5,106,3,150,1500.0
16,0,83.1,159.5,32.69,22.1,Cycling,7.5,79,2,109,1122.8
68,1,79.8,171.3,27.19,14.4,Cycling,7.5,25,1,103,265.4
42,1,92.4,173.7,30.63,17.9,Swimming,8.0,76,1,90,763.2
63,1,57.8,190.1,16.01,18.1,Walking,3.5,52,1,77,205.3
64,1,79.5,171.8,26.94,23.2,Running,9.8,101,1,100,1149.5
44,1,63.5,170.0,21.97,17.3,Jump Rope,11.0,110,1,80,939.7
52,0,68.9,167.2,24.63,21.8,Weight Training,5.0,110,1,87,517.1
65,0,52.8,160.3,20.57,28.6,HIIT,12.0,107,1,101,901.5
18,1,48.3,169.6,16.81,18.7,Yoga,3.0,109,1,91,303.9
15,0,62.4,175.5,20.25,25.5,Running,9.8,73,2,106,1036.5
22,0,74.0,160.1,28.86,19.8,Yoga,3.0,33,3,136,313.6
43,1,82.3,179.4,25.56,17.6,Yoga,3.0,23,2,111,207.4
69,1,95.1,187.9,26.93,18.2,Walking,3.5,110,3,151,1500.0
53,1,82.5,182.6,24.72,9.9,Rowing,8.5,109,3,151,1500.0
17,0,88.2,152.9,37.75,18.1,Rowing,8.5,83,3,168,1500.0
46,1,77.4,161.6,29.64,26.4,Running,9.8,37,1,76,356.6
24,0,64.4,159.2,25.4,20.9,Yoga,3.0,69,3,160,685.4
24,0,47.9,159.1,18.92,25.3,Weight Training,5.0,99,2,130,797.3
33,0,62.9,180.6,19.27,27.9,Walking,3.5,34,3,162,330.3
60,1,73.5,160.4,28.55,19.6,Yoga,3.0,27,2,107,233.8
48,0,75.5,162.5,28.61,27.0,Cycling,7.5,71,2,116,989.5
74,1,93.1,173.4,30.94,18.7,Weight Training,5.0,34,2,121,459.1
47,1,59.5,187.7,16.89,7.9,Elliptical,6.0,61,1,86,324.8
37,1,85.4,169.6,29.7,7.9,Weight Training,5.0,91,1,93,613.2
69,1,58.9,180.2,18.14,5.0,Elliptical,6.0,21,1,89,124.8
42,1,82.8,167.2,29.62,17.3,Swimming,8.0,48,2,132,859.2
46,0,66.0,166.6,23.76,27.7,Yoga,3.0,70,2,128,493.3
64,0,55.1,154.3,23.16,34.5,Jump Rope,11.0,67,2,105,996.1
21,0,55.1,165.1,20.24,40.7,Cycling,7.5,67,2,121,736.4
43,0,74.3,152.6,31.9,23.1,Cycling,7.5,95,2,107,1269.6
22,0,69.8,170.6,23.97,26.2,Rowing,8.5,77,2,104,1052.9
15,1,71.9,177.0,22.95,18.0,Yoga,3.0,44,2,119,326.1
71,1,87.1,178.3,27.37,18.3,Cycling,7.5,82,1,78,735.5
69,0,66.2,163.3,24.82,24.6,Cycling,7.5,18,3,163,318.1
17,0,66.8,161.9,25.48,28.7,Swimming,8.0,51,2,117,667.6
38,0,75.6,161.8,28.88,25.5,Rowing,8.5,53,1,105,437.1
37,1,78.0,186.8,22.37,16.3,HIIT,12.0,50,1,94,625.4
73,1,75.4,176.7,24.14,16.0,Running,9.8,29,2,118,574.7
22,1,86.8,173.9,28.7,15.1,Elliptical,6.0,100,1,87,720.4
68,0,70.4,163.2,26.41,26.7,Swimming,8.0,89,2,107,1191.3
71,0,77.5,170.7,26.6,30.6,Yoga,3.0,50,3,131,517.6
61,0,62.9,150.4,27.79,23.3,Weight Training,5.0,110,1,87,449.9
51,0,57.3,158.0,22.98,20.2,Yoga,3.0,33,1,93,113.8
17,1,71.5,167.2,25.59,19.6,Running,9.8,30,3,158,804.3
65,0,69.4,164.3,25.72,23.2,Running,9.8,88,3,161,1500.0
47,0,61.9,162.2,23.54,26.4,Cycling,7.5,95,3,135,1500.0
42,0,85.9,169.4,29.92,25.8,Rowing,8.5,57,1,94,516.6
61,1,71.5,175.3,23.28,18.6,Swimming,8.0,20,3,146,465.3
22,1,69.3,170.5,23.84,33.0,Jump Rope,11.0,111,2,139,1500.0
48,0,66.2,169.0,23.19,27.0,Elliptical,6.0,98,2,142,1132.3
49,1,68.7,175.7,22.26,14.5,Swimming,8.0,28,1,102,233.9
46,1,69.6,168.7,24.45,24.1,Swimming,8.0,42,2,114,648.6
38,1,79.9,181.7,24.2,19.0,Rowing,8.5,118,3,131,1500.0
28,1,64.8,163.4,24.28,13.9,Rowing,8.5,20,2,110,274.5
46,1,96.8,184.1,28.56,19.1,Cycling,7.5,33,3,150,947.1
70,0,49.5,157.1,20.05,29.5,Jump Rope,11.0,20,1,96,132.5
60,0,47.6,158.7,18.9,23.7,Rowing,8.5,19,3,146,325.5
57,0,65.3,160.7,25.3,33.5,Walking,3.5,80,2,123,610.5
30,1,92.7,174.6,30.4,21.5,Jump Rope,11.0,62,3,158,1500.0
18,1,64.3,187.3,18.33,22.5,Running,9.8,84,1,102,739.1
66,1,64.0,173.8,21.18,14.4,Cycling,7.5,28,3,139,544.0
51,1,70.7,176.0,22.81,19.8,Jump Rope,11.0,92,2,120,1500.0
68,0,51.9,166.6,18.71,25.3,Swimming,8.0,108,1,94,674.8
35,0,71.6,164.4,26.49,32.5,Walking,3.5,59,2,112,445.6
28,0,65.1,157.2,26.36,30.3,Walking,3.5,54,2,122,375.8
45,0,68.2,176.3,21.96,21.4,Jump Rope,11.0,102,2,131,1500.0
69,0,69.8,170.1,24.14,28.4,Jump Rope,11.0,44,3,164,1196.8
62,0,87.3,170.7,29.96,24.3,Jump Rope,11.0,89,2,92,1500.0
32,1,72.2,180.5,22.16,27.0,Yoga,3.0,92,1,93,418.8
21,1,62.3,179.2,19.4,25.7,Running,9.8,36,1,93,282.3
24,0,79.8,163.2,29.97,21.6,Rowing,8.5,17,2,128,242.9
21,1,84.8,182.1,25.58,20.9,Rowing,8.5,43,3,157,1196.6
47,0,63.7,169.2,22.26,22.7,HIIT,12.0,62,3,147,1500.0
37,0,58.2,157.9,23.36,31.8,Rowing,8.5,22,1,88,134.4
35,1,96.7,188.3,27.25,16.7,Walking,3.5,63,3,154,1056.1
33,0,60.9,157.7,24.49,32.0,Weight Training,5.0,21,1,80,79.8
62,0,48.1,166.9,17.24,34.4,Elliptical,6.0,38,2,118,323.3
33,0,72.7,156.8,29.59,26.3,Elliptical,6.0,19,2,120,219.6
50,1,63.6,169.4,22.15,10.4,Weight Training,5.0,98,3,144,1500.0
43,1,96.0,153.6,40.68,13.8,Running,9.8,78,1,78,901.8
74,1,73.2,172.4,24.62,26.8,Rowing,8.5,19,1,92,177.3
32,1,87.9,184.8,25.72,17.5,HIIT,12.0,63,1,96,834.0
16,0,62.0,165.9,22.53,25.4,Walking,3.5,84,1,98,320.2
15,1,79.0,160.8,30.54,17.6,Cycling,7.5,106,3,153,1500.0
61,1,63.8,172.7,21.4,19.6,Swimming,8.0,29,1,88,215.2
19,1,48.1,173.5,15.97,8.7,Weight Training,5.0,73,1,92,302.5
34,0,92.5,164.8,34.05,23.0,Swimming,8.0,104,1,82,844.2
25,1,81.0,169.2,28.28,10.6,Elliptical,6.0,35,1,97,260.0
56,1,71.0,169.6,24.69,25.3,Rowing,8.5,99,2,96,1463.9
16,0,42.7,159.0,16.88,24.3,Jump Rope,11.0,23,2,115,269.3
17,0,69.9,153.2,29.81,23.1,Cycling,7.5,61,1,93,426.5
37,0,53.1,163.5,19.87,23.7,Rowing,8.5,55,2,113,648.2
69,0,55.4,169.4,19.32,31.7,Jump Rope,11.0,70,3,148,1500.0
26,1,77.5,170.1,26.78,20.6,Weight Training,5.0,88,1,89,513.0
34,0,58.3,163.7,21.75,18.6,Swimming,8.0,62,3,142,1118.7
19,1,78.4,175.6,25.44,14.9,Weight Training,5.0,76,3,141,1270.7
51,1,71.8,161.8,27.45,22.4,Cycling,7.5,103,2,126,1500.0
52,1,71.8,191.0,19.69,17.4,Jump Rope,11.0,99,2,127,1500.0
44,1,72.5,170.4,24.98,14.2,HIIT,12.0,112,2,116,1500.0
23,1,79.9,171.9,27.04,22.5,Elliptical,6.0,45,1,82,300.7
48,0,70.5,175.8,22.82,22.4,Running,9.8,80,3,150,1500.0
67,1,72.6,173.6,24.07,10.9,Walking,3.5,118,3,138,1500.0
58,1,99.7,171.7,33.84,26.8,Weight Training,5.0,30,2,109,431.9
49,1,88.8,164.3,32.88,16.0,Weight Training,5.0,49,2,112,621.8
66,0,70.1,161.4,26.91,25.5,Yoga,3.0,63,1,103,262.8
72,1,88.4,170.6,30.36,17.4,Jump Rope,11.0,45,1,83,532.7
36,1,85.5,191.7,23.29,5.3,Elliptical,6.0,90,2,126,1325.8
58,0,62.1,169.2,21.69,24.4,Cycling,7.5,68,2,107,774.4
38,1,69.5,156.9,28.25,19.8,Walking,3.5,37,2,116,296.4
31,1,68.1,182.6,20.44,14.3,Rowing,8.5,116,3,157,1500.0
24,0,66.7,157.6,26.85,27.7,Jump Rope,11.0,31,1,91,284.2
44,1,67.8,175.9,21.94,22.7,Elliptical,6.0,28,3,145,503.0
70,1,91.2,186.2,26.28,14.2,Elliptical,6.0,111,2,118,1500.0
73,1,94.6,172.5,31.77,23.4,Cycling,7.5,62,1,108,714.0
60,1,77.5,173.4,25.78,19.1,Weight Training,5.0,62,2,136,825.2
37,1,91.7,182.5,27.53,18.3,Running,9.8,20,3,145,674.1
46,0,67.2,168.6,23.63,25.0,Weight Training,5.0,37,1,87,189.7
31,0,55.6,162.3,21.12,23.9,Yoga,3.0,62,1,95,207.0
64,0,64.4,172.1,21.76,27.7,HIIT,12.0,63,2,131,1184.6
65,1,97.0,161.1,37.36,19.9,Cycling,7.5,75,2,141,1500.0
31,1,101.6,167.8,36.08,22.7,Yoga,3.0,45,3,134,628.2
28,1,82.0,171.2,27.98,15.6,Yoga,3.0,118,3,151,1500.0
23,0,58.3,155.9,23.98,21.4,Weight Training,5.0,19,3,141,211.7
54,1,81.7,176.8,26.13,16.3,Jump Rope,11.0,81,1,98,979.4
16,1,94.8,169.6,32.97,21.3,Elliptical,6.0,52,2,121,827.0
59,1,83.2,166.0,30.2,11.0,Walking,3.5,42,1,97,275.1
39,0,59.8,164.6,22.08,25.8,Cycling,7.5,45,1,98,275.3
53,0,48.3,171.1,16.48,27.6,Jump Rope,11.0,72,1,98,518.7
23,1,75.2,171.9,25.46,17.9,Jump Rope,11.0,68,1,90,705.2
68,1,87.8,183.1,26.17,6.9,Yoga,3.0,31,3,155,472.5
36,1,86.7,163.5,32.42,20.3,Walking,3.5,36,3,137,515.8
57,0,63.6,168.8,22.31,28.5,Weight Training,5.0,78,2,106,671.4
60,0,57.7,156.1,23.65,28.3,Yoga,3.0,27,2,129,191.3
18,0,62.1,167.6,22.12,29.8,Swimming,8.0,58,2,119,721.4
40,1,77.3,170.7,26.53,27.3,Weight Training,5.0,99,3,148,1500.0
72,0,70.3,170.3,24.22,25.4,Weight Training,5.0,61,1,85,307.1
43,1,80.9,174.7,26.49,13.0,Walking,3.5,99,1,86,507.6
59,1,66.4,167.9,23.56,16.1,Elliptical,6.0,20,1,89,132.1
48,0,77.7,170.6,26.7,36.0,Elliptical,6.0,24,2,111,275.6
37,1,76.9,184.6,22.57,12.3,Elliptical,6.0,72,2,124,984.4
51,0,70.7,164.1,26.27,30.7,Running,9.8,54,1,89,440.1
25,1,88.0,179.7,27.26,20.1,Walking,3.5,28,1,92,167.5
20,1,80.0,173.7,26.5,17.9,Yoga,3.0,37,2,124,322.4
32,0,69.9,159.7,27.41,26.2,Jump Rope,11.0,85,3,131,1500.0
35,1,71.8,175.1,23.42,22.6,Jump Rope,11.0,102,2,130,1500.0
56,1,85.0,180.6,26.07,12.3,HIIT,12.0,29,2,111,713.0
50,1,68.0,184.3,20.02,20.0,Swimming,8.0,101,1,79,741.3
55,1,69.9,169.9,24.22,10.2,Cycling,7.5,19,1,116,163.1
52,1,85.5,180.6,26.21,22.8,Rowing,8.5,55,1,94,539.6
48,1,82.3,181.9,24.87,21.8,Jump Rope,11.0,34,2,127,772.4
31,1,62.7,178.4,19.68,15.9,Elliptical,6.0,66,1,85,326.9
51,1,96.9,181.1,29.55,16.8,Yoga,3.0,24,2,115,239.3
39,0,73.8,159.0,29.21,27.3,Elliptical,6.0,101,3,142,1500.0
52,0,51.2,171.9,17.34,29.1,Swimming,8.0,41,2,121,454.7
72,1,99.0,155.8,40.76,16.5,Walking,3.5,65,1,69,363.8
26,1,53.3,168.3,18.82,18.0,Cycling,7.5,74,1,88,419.9
37,0,64.7,163.1,24.32,21.6,Yoga,3.0,109,3,153,1104.7
67,1,83.3,188.8,23.37,22.5,Weight Training,5.0,20,1,101,153.2
56,0,43.8,160.7,16.94,31.6,Yoga,3.0,91,1,76,222.3
36,0,69.1,165.3,25.28,12.4,Elliptical,6.0,42,3,161,701.4
35,0,61.2,163.9,22.76,24.3,Yoga,3.0,30,3,152,285.8
41,1,73.1,162.8,27.58,23.8,Running,9.8,31,2,105,527.2
71,1,104.4,180.0,32.2,14.8,Elliptical,6.0,60,1,91,615.5
45,1,65.6,180.8,20.06,17.4,Jump Rope,11.0,109,1,96,1083.8
20,0,69.3,164.0,25.76,20.0,Cycling,7.5,24,3,159,491.7
41,0,71.0,149.0,31.99,30.3,Rowing,8.5,45,1,89,341.0
54,0,72.6,154.2,30.53,25.6,Weight Training,5.0,73,1,98,405.6
48,1,74.9,181.3,22.81,12.0,Jump Rope,11.0,53,1,84,555.9
26,0,65.5,164.1,24.31,37.2,Elliptical,6.0,20,1,95,128.8
59,0,74.0,162.2,28.14,19.4,Swimming,8.0,98,2,121,1431.7
71,1,94.5,165.7,34.41,16.4,Yoga,3.0,63,3,143,950.1
67,0,76.6,156.7,31.22,24.5,Running,9.8,119,1,86,1037.5
21,0,56.9,167.3,20.33,32.1,HIIT,12.0,35,1,107,310.5
24,1,66.1,164.0,24.59,20.2,Jump Rope,11.0,30,1,85,275.3
59,1,69.7,173.8,23.06,22.3,Weight Training,5.0,39,3,156,661.2
31,0,70.5,163.5,26.38,29.7,Running,9.8,53,3,151,1292.2
40,1,79.8,181.9,24.1,16.7,Elliptical,6.0,50,1,93,388.3
35,0,73.1,167.7,25.99,22.1,Elliptical,6.0,48,2,133,571.5
42,1,77.1,173.6,25.6,12.9,Jump Rope,11.0,86,2,130,1500.0
72,0,46.6,160.8,18.03,22.5,HIIT,12.0,28,2,116,418.0
60,1,99.3,186.2,28.66,18.6,Elliptical,6.0,71,2,131,1226.4
16,0,53.4,147.0,24.71,28.5,Jump Rope,11.0,63,3,150,1369.5
74,1,86.4,176.2,27.83,20.7,Cycling,7.5,101,3,166,1500.0
68,1,67.2,172.2,22.67,20.8,HIIT,12.0,90,1,98,990.3
57,1,73.7,171.1,25.16,16.5,Cycling,7.5,98,3,155,1500.0
15,1,93.3,185.7,27.04,5.0,HIIT,12.0,74,2,135,1500.0
65,1,71.0,164.2,26.36,18.1,HIIT,12.0,102,1,114,1291.5
67,1,95.8,181.4,29.12,15.6,Elliptical,6.0,91,3,158,1500.0
50,1,91.4,156.7,37.18,12.4,Walking,3.5,47,1,89,272.7
65,0,66.8,165.9,24.26,26.3,Running,9.8,48,3,146,1119.9
40,0,78.4,170.6,26.92,28.6,Running,9.8,46,1,102,426.9
43,1,74.3,164.5,27.44,13.0,Running,9.8,69,2,108,1230.0
35,1,85.7,192.6,23.1,18.2,Yoga,3.0,43,2,112,392.7
25,0,62.0,170.9,21.22,23.3,Running,9.8,41,2,129,600.1
54,0,63.3,158.7,25.15,30.2,Swimming,8.0,116,3,138,1500.0
25,1,87.0,169.5,30.31,20.2,Running,9.8,91,1,79,920.5
50,0,57.9,160.7,22.42,19.6,Walking,3.5,100,2,125,684.4
63,0,64.7,170.6,22.23,27.9,Jump Rope,11.0,85,2,126,1456.7
73,1,56.4,171.5,19.17,20.1,Weight Training,5.0,85,1,90,466.4
53,1,73.4,177.5,23.28,22.4,Rowing,8.5,107,2,113,1500.0
54,1,87.3,178.2,27.5,29.6,Jump Rope,11.0,118,1,96,1500.0
49,0,56.9,147.8,26.04,13.2,Walking,3.5,28,3,151,281.7
68,1,78.2,174.0,25.82,16.2,Rowing,8.5,16,2,117,287.9
48,1,75.3,170.0,26.07,14.3,Elliptical,6.0,21,1,82,146.5
69,0,60.5,170.9,20.71,14.5,Swimming,8.0,95,1,94,617.9
61,1,88.1,176.7,28.2,24.9,Cycling,7.5,47,1,89,423.1
38,0,75.5,163.8,28.14,27.6,Elliptical,6.0,36,2,125,440.6
68,0,59.6,152.2,25.74,17.8,Yoga,3.0,28,3,162,265.3
36,0,77.7,168.9,27.26,30.6,Elliptical,6.0,68,1,104,403.3
19,0,46.9,162.8,17.71,30.6,Rowing,8.5,15,3,162,263.8
70,0,59.1,161.8,22.57,28.5,Cycling,7.5,86,3,145,1475.3
47,0,49.3,168.8,17.33,27.7,Cycling,7.5,55,2,110,543.9
72,1,68.7,172.3,23.14,19.9,Yoga,3.0,22,3,147,277.6
50,1,91.5,162.1,34.81,15.2,Rowing,8.5,43,1,91,491.3
61,1,80.1,174.6,26.26,8.2,Rowing,8.5,95,3,163,1500.0
34,0,58.3,172.1,19.67,21.4,Elliptical,6.0,105,3,150,1500.0
33,1,76.2,175.8,24.67,18.8,Weight Training,5.0,59,2,131,725.9
49,0,79.8,166.3,28.85,25.2,Rowing,8.5,22,3,151,558.9
66,1,68.1,171.3,23.2,25.5,Running,9.8,20,1,93,195.5
57,0,58.5,172.4,19.68,17.6,Rowing,8.5,65,1,106,462.2
31,1,87.4,175.8,28.27,23.6,Walking,3.5,108,1,105,686.8
73,0,59.5,174.6,19.51,22.3,Rowing,8.5,37,2,108,490.5
59,1,87.9,175.8,28.45,19.0,Elliptical,6.0,93,2,122,1437.6
57,0,55.9,145.4,26.43,21.2,Yoga,3.0,74,1,90,237.5
48,1,70.8,173.4,23.53,15.6,HIIT,12.0,55,3,136,1500.0
23,0,52.3,168.9,18.34,26.9,Running,9.8,28,2,126,363.6
40,1,79.3,162.6,30.0,15.2,Cycling,7.5,41,3,150,972.3
16,1,60.4,176.0,19.47,14.6,Running,9.8,81,3,160,1500.0
67,1,80.6,171.7,27.36,22.3,Running,9.8,26,2,111,537.1
23,0,48.1,162.2,18.27,25.3,Walking,3.5,81,3,156,756.3
23,0,65.8,172.2,22.18,17.3,Swimming,8.0,54,3,136,1041.5
54,0,62.2,172.7,20.86,32.5,Running,9.8,79,1,93,604.5
31,0,69.6,161.1,26.8,32.2,Running,9.8,31,3,144,741.8
15,0,57.5,156.9,23.34,28.1,Walking,3.5,32,3,145,296.5
39,1,79.3,178.3,24.95,12.9,Yoga,3.0,24,2,128,190.7
57,0,79.7,168.8,27.97,17.6,Running,9.8,73,2,91,1238.2
54,1,85.1,177.1,27.12,19.2,Jump Rope,11.0,26,3,157,903.3
56,1,88.0,173.9,29.09,19.2,HIIT,12.0,31,3,136,1168.4
39,0,69.9,150.6,30.83,26.9,Yoga,3.0,36,2,122,249.8
53,1,82.2,180.1,25.34,15.4,HIIT,12.0,28,3,132,979.2
49,0,60.0,158.4,23.89,25.6,Jump Rope,11.0,55,1,86,426.3
17,0,50.5,158.2,20.17,23.1,Rowing,8.5,22,3,152,384.7
64,0,78.0,165.3,28.54,24.7,Rowing,8.5,31,3,146,748.6
51,1,68.2,183.9,20.15,15.2,Swimming,8.0,93,3,159,1500.0
58,0,78.3,158.8,31.04,22.1,Running,9.8,20,3,122,511.7
58,0,66.7,157.3,26.97,18.9,Elliptical,6.0,85,2,129,931.6
65,0,58.2,167.0,20.86,25.5,HIIT,12.0,64,3,161,1500.0
44,1,80.0,165.9,29.09,13.1,Walking,3.5,110,1,94,611.9
52,0,74.5,151.7,32.38,30.4,HIIT,12.0,57,3,131,1500.0
48,1,95.0,185.3,27.64,14.7,Yoga,3.0,23,1,82,126.7
26,1,66.9,166.8,24.05,18.5,Elliptical,6.0,98,2,123,1189.8
33,0,45.1,157.9,18.09,21.4,Yoga,3.0,56,1,84,136.7
51,1,83.8,183.1,24.98,24.3,Elliptical,6.0,59,2,113,858.4
58,1,66.1,179.5,20.53,19.1,Swimming,8.0,53,2,130,827.9
73,0,52.9,160.6,20.5,22.7,Weight Training,5.0,80,2,117,652.0
73,0,69.8,171.6,23.7,26.8,Elliptical,6.0,78,1,92,439.5
63,0,63.3,162.9,23.85,20.7,Swimming,8.0,96,1,73,561.7
31,1,90.0,167.1,32.22,18.3,Rowing,8.5,75,1,85,757.5
24,0,39.6,175.6,12.85,20.9,Swimming,8.0,52,2,123,469.6
71,1,69.9,172.2,23.58,14.8,Yoga,3.0,80,3,148,1022.8
69,1,81.3,180.4,24.98,17.4,HIIT,12.0,93,1,97,1214.3
63,1,84.8,172.9,28.37,22.8,Jump Rope,11.0,25,1,97,326.3
61,1,81.1,183.9,23.98,9.2,Elliptical,6.0,17,1,114,159.8
26,1,92.8,169.8,32.18,19.2,HIIT,12.0,23,3,149,929.2
30,0,84.5,170.1,29.19,28.4,HIIT,12.0,57,2,113,1263.2
38,0,67.3,170.7,23.08,19.8,HIIT,12.0,101,3,159,1500.0
33,1,91.1,177.9,28.79,29.2,Running,9.8,77,3,156,1500.0
22,1,60.3,184.8,17.66,25.8,Elliptical,6.0,24,3,146,392.3
45,0,74.8,161.6,28.62,22.3,HIIT,12.0,115,2,127,1500.0
35,0,76.3,157.5,30.76,18.4,Running,9.8,102,1,79,825.5
31,1,59.2,166.4,21.39,17.8,Cycling,7.5,46,1,92,252.3
37,1,75.8,172.7,25.4,21.8,Jump Rope,11.0,82,1,89,849.9
51,0,68.6,162.8,25.9,32.8,Jump Rope,11.0,117,2,116,1500.0
68,0,46.7,157.9,18.75,36.8,Cycling,7.5,21,3,144,292.8
30,1,87.6,176.8,28.02,14.7,Swimming,8.0,107,2,134,1500.0
20,0,54.5,151.4,23.79,25.5,HIIT,12.0,59,2,115,916.1
22,0,60.2,174.8,19.7,19.4,Weight Training,5.0,60,3,149,764.5
39,1,109.8,173.6,36.43,20.8,Rowing,8.5,74,2,118,1500.0
32,1,73.9,184.8,21.62,18.6,Walking,3.5,43,3,142,559.7
39,1,75.4,179.1,23.52,5.0,Elliptical,6.0,78,2,120,1029.5
26,0,53.5,156.3,21.92,28.3,Rowing,8.5,87,2,132,1070.2
29,1,84.5,174.4,27.81,17.6,Walking,3.5,60,2,104,546.4
73,0,45.6,167.9,16.17,19.9,HIIT,12.0,16,3,150,327.7
40,1,77.1,181.7,23.33,17.7,Weight Training,5.0,17,2,136,215.3
55,1,75.5,182.0,22.79,17.7,Jump Rope,11.0,119,1,70,1140.4
59,0,77.1,161.3,29.63,31.4,HIIT,12.0,106,1,84,1072.1
40,0,55.6,170.0,19.23,20.0,Elliptical,6.0,98,3,157,1412.8
61,1,72.6,170.6,24.93,16.9,Yoga,3.0,56,3,128,641.3
46,1,73.2,177.6,23.18,16.8,HIIT,12.0,82,2,104,1500.0
24,0,60.0,158.5,23.9,26.9,HIIT,12.0,76,1,81,627.4
30,1,74.5,176.3,23.96,19.2,Cycling,7.5,44,1,83,319.5
21,0,68.6,164.9,25.23,29.0,Swimming,8.0,45,1,86,295.1
31,0,47.1,153.9,19.87,22.4,Elliptical,6.0,55,2,123,487.5
37,1,72.7,182.2,21.88,20.6,Rowing,8.5,36,1,79,282.1
40,0,64.8,163.3,24.31,23.2,Jump Rope,11.0,87,1,81,708.7
35,0,54.1,168.7,19.0,26.4,Jump Rope,11.0,23,1,91,146.5
36,0,74.5,161.4,28.59,25.9,Running,9.8,45,1,101,406.1
72,1,85.1,163.3,31.93,14.4,Rowing,8.5,30,2,117,608.1
21,0,63.0,158.8,24.99,23.8,Weight Training,5.0,49,2,135,468.3
28,1,87.2,172.0,29.49,25.8,Cycling,7.5,36,3,149,937.0
